"THEKEY","TRIM(DESCRIPTION)"
"1787055:250017","We-Care.com provides nonprofits with custom-branded online malls and advertisers with access to the nonprofits’ supporters. The nonprofit receives a donation (generally 50% of commission) for every purchase made through its mall. For advertisers whose T&C allow it, we have the We-Care Reminder (http://www.we-care.com/downloads), which offers shoppers the option to support their nonprofits when they visit the advertisers’ sites — associating the advertiser and the shopping experience with their favorite causes.<br>
<br>
=========================<br>
Software name(s): We-Care Reminder<br>
Version number(s): <Please ID all current versions including unique per browser type.> <br>
Chrome: 1.0.0.x, 1.3.0.x (beta) <br>
Firefox: 4.0.13.x, 4.1.13.x (beta) <br>
Internet Explorer: 4.0.23.x, 4.1.x.x (beta) <br>

Latest version update: <Please clarify both the date it was updated and what was materially changed.> <br>Bug Fix 6/27/2012: Not correctly sending url information to site on actionable domains. <br>
<br>
Software Type and Functionality: <br>
•	<Toolbar, plugin; Proactive click, auto-redirect, either?> Toolbar:  Proactive click and auto redirect. <br>
•	<Ability to be joined to publisher but opt out of software inclusion and traffic? (Y/N) If yes, please describe exactly what opt out means and describe in detail how the software interacts with the advertiser when opted out.> No. However if advertise states in program terms that they do not work with toolbars, we will opt them out. <br>
<br>
Software Distribution: <br>
<Strictly first party or third party or combination of both? First party software is typically downloaded by itself and available directly from the brand that the software represents; third party software is typically bundled and distributed with other software. > Toolbar is downloaded from our site as well as from our partners’ sites.  Selected websites (http://www.aspca.org/about-us/corporate-partners/wecaredotcom/) and Software publishers (Download.com/CBS Interactive).  Consumer has full transparency with all distribution methods as to what they are receiving on both the primary and secondary charity sites.  List of causes we currently partner with where our toolbar can be downloaded: http://www.we-care.com/CauseSearch <br>
<br>
Update Process: <br>
•	<Is it automatic or manual? If manual, how is consumer notified?> Updates are automatically applied to each end user.<br>

Overwrites (Y/N):
•	Paid Search: <N by default, prohibited by CJ PSA.> No.
•	Afsrc/CJ domains: <N by default, but toolbar may alert consumer of pending offer and affirmative click would overwrite. If so, please describe in detail.> No.
•	SEO: Yes.
•	Direct Load: <Not prohibited by CJ PSA, but could be prohibited by advertiser. If so, please describe in detail.> Yes.
•	Email: Yes.
========================="
"1787055:257791","We-Care.com provides nonprofits with custom-branded online malls and advertisers with access to the nonprofits’ supporters. The nonprofit receives a donation (generally 50% of commission) for every purchase made through its mall. For advertisers whose Terms and Conditions allow it, we have the We-Care App (http://www.we-care.com/start), which offers shoppers the option to support their nonprofits whenever they visit participating advertisers’ sites — associating the advertiser and the shopping experience with their favorite causes.



"
"1787055:1989","We-Care.com provides nonprofits with custom-branded online malls and advertisers with access to the nonprofits’ supporters. The nonprofit receives a donation (generally 50% of commission) for every purchase made through its mall. For advertisers whose T&C allow it, we have the We-Care Reminder (http://www.we-care.com/downloads), which offers shoppers the option to support their nonprofits when they visit the advertisers’ sites — associating the advertiser and the shopping experience with their favorite causes."
"1788447:1991","Discounts and affiliate marketing."
"1788447:88873","This site is a CashBack Rewards Mall operated by Very Important Relationships, Inc., but is a mirror of the technology used in all malls.  VIR is a premier  developers of CashBack Rewards mall  technology and operates platforms that serve seven different industry. Each mall platforms offers over 3,000 of the Internet's most recognized stores. 

VIR is not a B2C business model, but instead builds and operates custom malls for its clients. These malls are used as ""value added"" enhancements to increase customer/employee stickiness (in the case of a customer loyalty platforms), or enhance product value (in the case of a ""value added"" service). All of VIR's software code is propriety and has been developed exclusively by VIR.  

VIR only markets to organizations with an audience established through an affinity relationship. This means it is their brand that instills confidence with the customer.   VIR's clients are major corporations that offer a VIR CashBack mall as a employee benefit to their employers; nonprofit organizations that offer the malls to their supporters to help raise needed support funds, associations that offer it as a membership benefit, or as a customer loyalty reward by companies to their customers. As such VIR does not use any form of external promotion methods to promote these platforms to the general public. 

VIR malls are designed as a one place URL to get all of your Internet shopping needs met. This means the malls all include merchant and product search capabilities, Hot Deals and Promo Codes offered by the merchants to attract customers, web browser extensions to identify merchants in generic search results, and a mobile application to access affiliated merchants  when a member is not at their desktop.

VIR does not actively promote its malls to the general public but instead relies on clients to promote their malls to their affinity audience. Several VIR mall platforms are closed to the general public and require a sponsor ID to even register. Additionally, VIR does not bid on key words as VIR malls are not optimized for SEO.

VIR does send emails to its registered members (after their registration and approval)  on an opt-in only basis that sometimes highlight specials offered by the affiliate merchants. All emails are CSPAM complainant and contain opt-out links at the bottom should a member which to stop receiving them. 

VIR's entire system is 100% database driven. This means the engines which create each web page in a particular shopping platform do so at the time the page is called by the member, which is based on the login session of the member.  This technology provides VIR the ability to fully control all activity originating from its sites with full tracking control of every members activity in any VIR platform. 

In order for a person to be able to shop in any VIR mall they must first become a registered member. The registration requires that a new member submit their name, email and other personal information, plus agree to:

1) VIR's Privacy Policy http://cashbackheaven.com/help/privacy;

2) Terms of Use http://cashbackheaven.com/help/termsofuse; and 

3) Membership Agreement http://cashbackheaven.com/help/membership. 

A member's email becomes their login name and only one email address can be used per VIR platform. This prevents a person from creating more accounts that they have legitimate email addresses, which under our system does not provide any additional benefit anyway.

When a person logs into a VIR platform, their email is looked up in a table which identifies who they are, under which portal sponsor they have registered and then brands the mall accordingly. Every time a member logs into a VIR platform, the platform knows who they are. Every banner created for ever merchant contains special code that among other things, identifies who the actual customer is that clicked on the banner."
"1792987:89255","The Amex inSite browser add-on introduces cardmembers to bonus point-earning
opportunities through their typical purchase cycle without forcing a trip
through the Bonus Points Mall."
"1792987:2000","Members using the mall may earn American Express Bonus Points for each dollar spent at their favorite merchants."
"1792987:257344","Membership Rewards Earn Hub is a points-based program promoted to over 7MM
active members, offering up to 10x points back on purchases."
"1792987:257345","Membership Rewards Earn Hub is a points-based program promoted to over 7MM active members, offering up to 10x points back on purchases."
"1799919:89771","Coupon Cactus is an online coupon and cash back shopping website. We use the commissions you pay us to market your site by offering a percentage of the commission back to our members in the form of cash back on their purchase. Any visitor to our site can use our coupons but only Coupon Cactus members can receive cash back. Membership is free and members also receive a percentage of the cash back earned by any members they refer to our site."
"1860840:94621","Access' client organizations (i.e. Visa Check Card Banks) will market your brand to it's members to shop online and receive a cash back reward. Your shopping links will be posted on a online banking password protected rewards site."
"1885653:96666","We will be offering cashback and also we will allow our consumers to take there cashback and donate it to a charity of there choice When a consumer donates to the charity we will also donate a percentage to the same charity.. We require that the charity will be a nonprofitable organization and have an certificate from the IRS to prove there non- profit status."
"1892573:283633","Hoopla Doopla, Inc. is a leading cash back shopping website, providing coupon codes, discounts, daily deals and cash back from over 1700 online stores. We exist to provide a better overall online shopping experience, and to put money where it belongs - In people's pockets! 

Regarded as one of the best online money saving sites by Financial Advisor Magazine."
"1892573:97274","We offer cash back to our members."
"1892573:284013","Hoopla Doopla, Inc. is a leading cash back shopping website, providing coupon codes, discounts, daily deals and cash back from over 1700 online stores. Regarded as one of the best online money saving sites by Financial Advisor Magazine."
"1892573:288479","Hoopla Doopla, Inc. is a leading bargain hunting website, providing coupon codes, discounts, daily deals and cash back from over 2000 online stores. We exist to provide a better overall online shopping experience, and to put money where it belongs - In people’s pockets! Regarded as one of the best online money saving sites by Financial Advisor Magazine."
"1927692:100060","ShopAtHome.com utilizes a unique business model; the backbone of our value to the consumer is our Toolbar and SelectRebates software, exclusively available at ShopAtHome.com. Input from our consumers was used to design the Toolbar, so that our consumers never miss a deal. When a customer registers with ShopAtHome.com they are assigned a customer identification number. ShopAtHome.com does not track consumers personal, credit card, or any confidential information. The ShopAtHome.com Toolbar is installed by the consumer and simply redirects a consumer through shopathome.com without interfering with a persons shopping experience so that our customers and yours receive the optimal benefit and savings of shopping online. A version of the ShopAtHome software which requires an additional affirmative action by the consumer is available to advertisers. The toolbar and SelectRebates software are both visible in the member\’s browser windows."
"1927692:250180","ShopAtHome.com utilizes a unique business model; the backbone of our value to the consumer is our Toolbar and SelectRebates software, exclusively available at ShopAtHome.com. Input from our consumers was used to design the Toolbar, so that our consumers never miss a deal. When a customer registers with ShopAtHome.com they are assigned a customer identification number. ShopAtHome.com does not track consumers personal, credit card, or any confidential information. The ShopAtHome.com Toolbar is installed by the consumer and simply redirects a consumer through shopathome.com without interfering with a persons shopping experience so that our customers and yours receive the optimal benefit and savings of shopping online. A version of the ShopAtHome software which requires an additional affirmative action by the consumer is available to advertisers. The toolbar and SelectRebates software are both visible in the member\’s browser windows.<br>
<br>
=========================<br>
Software name(s): ShopatHome.com Cash Back Shopping Browser App<br>
<br>
Version number(s): <br>
V5.2.0.0 MSIE 7/8/9 & Firefox 3.1x-3.2x/4<br>
V6.0.0.0 Chrome<br>
V6.0.0.1 Chrome & Firefox 5+<br>
V6.0.2.0 Chrome & Firefox 5+ & MSIE 7/8/9<br>
V6.0.3.0 Chrome & Firefox 5+ & MSIE 7/8/9<br>
V6.0.4.0 Chrome & Firefox 5+ & MSIE 7/8/9<br>
V6.0.4.1 Chrome & Firefox 5+ & MSIE 7/8/9<br>
V6.0.4.2 Chrome & Firefox 5+ & MSIE 7/8/9<br>
V6.0.4.3 Chrome & Firefox 5+ & MSIE 7/8/9<br>
V6.0.5.0 Chrome & Firefox 5+ <br>
V6.0.5.1 Chrome & Firefox 5+ <br>
V7.0.0.0 MSIE 7/8/9<br>
<br>

Latest version update: <br>
V6.0.5.1 Chrome & Firefox 5+ <br>
V7.0.0.0 MSIE 7/8/9<br>
<br>
Software Type and Functionality: <br>
•	Toolbar, browser extension; <br>
o	Auto-redirect – when user accesses a recognized/affiliated merchant and referring link/navigation path does not include afsrc=1, we intercept and use ShopAtHome.com affiliate link<br>
o	Alerts (single line of text shown in the toolbar) display cashback and potential best coupon<br>
o	Slider (a piece of html that opens below the toolbar displaying cashback and top coupon with link to ShopAtHome.com to browse all coupons) <br>
o	Non Affiliated Merchant “Toaster” (a piece of html that opens at the bottom of the browser displaying cashback, coupons, deals and links to ShopAtHome.com or affiliated merchants). This functionality can be observed with toolbar versions 6.0.2.0 or higher using keyword terms like “LED TV”, “Vacuum Deals” or “Grocery Coupons” when using Google.com, Yahoo.com, Bing.com, eBay.com, Amazon.com or NextTag.com. <br>
o	Opportunity for user to update their browser’s default search provider to use ShopAtHome.com’s default search. <br>
o	Customer can search ShopAtHome.com directly from toolbar ribbon. <br>
o	Customer can access numerous coupon collections directly from toolbar. <br>
o	Customer can add items from merchants to their wishlist for future reference and purchase. <br>
•	Ability to be joined to publisher but opt out of software inclusion and traffic? No <br>
<br>
Software Distribution: <br>
•	ShopAtHome.com Toolbar is only distributed first party. <br>
<br>
Update Process: <br>
<br>
•	Chrome & Firefox version 6+ are currently auto-updated. MSIE currently has no auto-update capability, this is a primary feature of the V7.0.0.1 release which is scheduled for Q3 2012. <br>
<br>
Overwrites (Y/N): <br>

•	Paid Search: No<br>
•	Afsrc/CJ domains:  No <br>
•	SEO: Yes<br>
•	Direct Load: Yes<br>
•	Email: Yes<br>
=========================<br>"
"1927692:275487","
ShopAtHome.com is one of the largest coupon search engines on the web and the only destination to integrate the best discounts from coupons, deals and cash back. The site is unique from other online deal sites because it gives cash back to shoppers for purchases made through ShopAtHome.com."
"1957189:102832","cash for doing offers"
"2007567:107311","Merchants provide special offers to users."
"2007567:213205","Next Jump is the leading provider of merchant-funded rewards programs
worldwide, reaching over 100 million consumers and small business owners. We
take a business-to-business approach, installing proprietary internet and email
based rewards platforms for over 90,000 network clients - white labeled and
customized to each client's needs. 

The Next Jump Rewards platform operates in a closed network environment
requiring consumers to log-in in order to gain access to Merchant offers. Once
a consumer has logged in, they receive rewards in the form of a cash back
rebate or stored value currency, such as points, for every transaction they
make through the platform. Next Jump funds these rewards by sharing a portion
of our merchant commission with the consumer. We work with our merchant
partners to use this platform as a promotional vehicle for their marketing
efforts and will typically share greater than 50% of our commission when
merchants create promotional incentives in the form of cash back or points in
lieu of promotional codes and coupons."
"2030608:109269","Users will accrue CREDITS after signing up for offers they are interested in, after they've reached the specified amount of credits and referrals they will receive a free gift."
"2030608:250278","Users will accrue CREDITS after signing up for offers they are interested in, after they've reached the specified amount of credits and referrals they will receive a free gift.<br>
<br>
This publisher is a sub-affiliate network.  Traffic types may include: Display, SocialDisplay, Email, Mobile, Search, Content, Blog, Shopping, Virtual/Social Currency, Alternative Payment, Incentive."
"2038688:109987","our members get paid for filling out offers."
"2049777:2406","It's a loyal rewards program site"
"2049777:110945","ShopDiscover displays referring URLs for a brief second and then quickly shows another URL due to the fact that Discover's SIDs are appended to these links.  As a financial services company, we strive to keep our cardmembers' information protected, and therefore do not want to expose a cardmember's SID at any point during our standard process. This practice of not displaying referring URLs has always been a component of ShopDiscover's process and operations.  The ShopDiscover business model has not changed."
"2100230:2476","GoodShop.com is a socially responsible shopping mall which donates a percentage
of each purchase to the shopper's choice of charity or school.  The site has a
very loyal, grassroots following and is growing rapidly.  75,000 nonprofits and
schools are now on-board and 100 more join our network daily.  GoodShop has
been widely featured as a model in giving back by Oprah Magazine, the NY Times,
ABC News, CNN, and many other press outlets.  The GoodShop toolbar is also
available to users of the site to increase customer satisfaction, increased
conversions and increased sales. The toolbar is installed by the consumer and
simply redirects a consumer through GoodShop without interfering with a persons
shopping experience.  We have received many requests for this tool from our
users who are dedicated to supporting their favorite charity every time they
make a purchase."
"2100230:115533","GoodShop.com is a socially responsible shopping mall which donates a percentage
of each purchase to the shopper's choice of charity or school.  The site has a
very loyal, grassroots following and is growing rapidly.  75,000 nonprofits and
schools are now on-board and 100 more join our network daily.  GoodShop has
been widely featured as a model in giving back by Oprah Magazine, the NY Times,
ABC News, CNN, and many other press outlets.  The GoodShop toolbar is also
available to users of the site to increase customer satisfaction, increased
conversions and increased sales. The toolbar is installed by the consumer and
simply redirects a consumer through GoodShop without interfering with a persons
shopping experience.  We have received many requests for this tool from our
users who are dedicated to supporting their favorite charity every time they
make a purchase."
"2100230:273566","GoodShop.com is a socially responsible shopping mall which donates a percentage of each purchase to the shopper's choice of charity or school. The site has a very loyal, grassroots following and is growing rapidly. 113,000 nonprofits and schools are now on-board and 100 more join our network daily. GoodShop has been widely featured as a model in giving back by Oprah Magazine, the NY Times, ABC News, CNN, and many other press outlets."
"2100230:253513","GoodShop.com is a socially responsible shopping mall which donates a percentage of each purchase to the shopper's choice of charity or school. The site has a very loyal, grassroots following and is growing rapidly. 107,000 nonprofits and schools are now on-board and 100 more join our network daily. GoodShop has been widely featured as a model in giving back by Oprah Magazine, the NY Times, ABC News, CNN, and many other press outlets. The GoodApp (toolbar) is also available to users of the site to increase customer satisfaction, increase conversions and increase sales. The toolbar is installed by the consumer and simply redirects a consumer through GoodShop without interfering with a persons shopping experience. We have received many requests for this tool from our users who are dedicated to supporting their favorite charity every time they make a purchase.


Software Publisher Disclosure Template
=========================

Software name(s): 
1. GoodApp <b>
2. GoodShop App<b>

Version number(s): 
1. (current) 2.1.3.5 - http://betatest.vmn.net/betatest/goodsearch/goodsearchTb_2.1.3.5.exe
2. (Current 1.0.40) –http://magic.mactelabs.com/www/GoodShop/1.0.40/GoodShop.dmg
http://magic.mactelabs.com/www/GoodShop/1.0.40/GoodShop.exe


1. Latest version update: 2.1.3.5 Updated on 6/20/12
•	IE9 Overlay encouraging users to click “enable” button
•	Individual Amount raised fix so that it goes up whenever a user searches
•	Reset FF default Search on the xpi version
•	Fixed the pop-up alert so that it wasn’t disconnected from browser window.
•	Charity cookie issue – charity is no longer cleared when user clears their cookies
•	When a user comes from GoodShop they will see % donation highlighted
•	Fixed bug that prevented users from removing apps like FB & Youtube.
•	Fixed bug where bright pink highlight was surrounding the alert.

2. 8/17/12 - http://magic.mactelabs.com/www/GoodShop/1.0.40/GoodShop.dmg <b>
    http://magic.mactelabs.com/www/GoodShop/1.0.40/GoodShop.exe


Software Type and Functionality:
1.
•	Toolbar; auto-redirect, Proactive click for merchants as requested
•	<Ability to be joined to publisher but opt out of software inclusion and traffic? Yes. Merchant can request to opt out. IF merchant is opted out, the user will not see donation pass back or coupons when they browse to partner retailers store. Tracking links will not be put in place. 

2. 
•	Extension; auto-redirect, Proactive click for merchants as requested 
•	<Ability to be joined to publisher but opt out of software inclusion and traffic? Yes. Merchant can request to opt out. IF merchant is opted out, the user will not see donation pass back or coupons when they browse to partner retailers store. Tracking links will not be put in place.


Software Distribution:
1. <b>
•	First Party Software - http://www.goodsearch.com/toolbar/mode/ 
2.<b>
•	<Strictly first party or third party or combination of both? Both
•	<If third party, all parties/channels must be listed.> Ask Partner Network, Open Candy, W3i


Update Process:

1. Automatic silent update
2. Automatic

Overwrites (Y/N):
•	Paid Search: No 
•	Afsrc/CJ domains: No
•	SEO: yes
•	Direct Load: yes
•	Email: yes"
"2100230:250176","GoodShop.com is a socially responsible shopping mall which donates a percentage of each purchase to the shopper's choice of charity or school. The site has a very loyal, grassroots following and is growing rapidly. 107,000 nonprofits and schools are now on-board and 100 more join our network daily. GoodShop has been widely featured as a model in giving back by Oprah Magazine, the NY Times, ABC News, CNN, and many other press outlets. The GoodApp (toolbar) is also available to users of the site to increase customer satisfaction, increase conversions and increase sales. The toolbar is installed by the consumer and simply redirects a consumer through GoodShop without interfering with a persons shopping experience. We have received many requests for this tool from our users who are dedicated to supporting their favorite charity every time they make a purchase.


Software Publisher Disclosure Template
=========================

Software name(s): GoodApp

Version number(s): 
(current) 2.1.3.5 - http://betatest.vmn.net/betatest/goodsearch/goodsearchTb_2.1.3.5.exe

Latest version update: 2.1.3.5 Updated on 6/20/12
•	IE9 Overlay encouraging users to click “enable” button
•	Individual Amount raised fix so that it goes up whenever a user searches
•	Reset FF default Search on the xpi version
•	Fixed the pop-up alert so that it wasn’t disconnected from browser window.
•	Charity cookie issue – charity is no longer cleared when user clears their cookies
•	When a user comes from GoodShop they will see % donation highlighted
•	Fixed bug that prevented users from removing apps like FB & Youtube.
•	Fixed bug where bright pink highlight was surrounding the alert.

Software Type and Functionality:
•	Toolbar; auto-redirect, Proactive click for merchants as requested
•	<Ability to be joined to publisher but opt out of software inclusion and traffic? Yes. Merchant can request to opt out. IF merchant is opted out, the user will not see donation pass back or coupons when they browse to partner retailers store. Tracking links will not be put in place. 

Software Distribution:
•	First Party Software - http://www.goodsearch.com/toolbar/mode/ 

Update Process:
•	Automatic silent update

Overwrites (Y/N):
•	Paid Search: No 
•	Afsrc/CJ domains: No
•	SEO: yes
•	Direct Load: yes
•	Email: yes


========================  Date: May 29, 2012"
"2158625:322372","Our website offers the links for people who know Chinese in United States. It is the best web directory and personal home pages.
Now we have more than 1000 people to use this as their home page because it is convenient and one doesn't need remember so many websites."
"2178713:122150","provide points to members who shop using advertiser links"
"2179451:304356","Yazing - Rewarding Recommendations

Yazing is a new platform that enables our members to earn cash rewards for promoting brands they love.  (Your Brand!) 

Yazing creates a promotional page for your brand on our network.   Yazing members drive traffic to this promotional page on the Yazing.com site.  (All traffic comes through these pages on Yazing.com and not directly to your site).   Affiliate commissions are tracked back to the Yazing member responsible for the sale using sub-ids and we pay our members cash rewards. 

Customer's don't link direct to your site and Yazing will have strict guidelines on member's referral behavior.

See how it works, Visit Yazing.com

Also, please download our Yazing Summary for Advertisers!"
"2181753:208634","CashBackZoom.com offer customer cash back where discounts are paid for shopping through CashBackZoom.com"
"2187686:122902","Users earn gifts for trying out sponsor offers that appeal to them."
"2249962:314179","We are a price comparison site that offers our participants a wide array of merchants to choose from.  We have several markets that we provide benefit packages to, such as labor unions, credit unions, etc. and we also provide a variety of fundraising products to non-profit organizations such as churches, schools, etc.  

We are going to include a virtual shopping mall as part of their benefit packages that we provide them and also on the fundraising side as an additional perk for supporting the non-profit groups.

We have groups all over the world."
"2262342:129181","DBG Consumer Network reserves the right in future versions of the program to offer users a option of collect an award for purchases in lieu of specially-negotiated consumer discounts."
"2262342:209018","DBG Consumer Network drives consumer discount programs for Fortune 500
companies.  DBG's clients markets the programs to their closed communities of
members through web sites, email and browser add-ons. The add-on will tag only
non-paid, natural/organic search results, and then only for those merchants
that allow such tagging to take place.  The user must initiate action by
clicking on the “Shop Now” button in order for the sale to be tracked to DBG."
"2264452:129326","We offer users a percentage of their sale back in points that they can use to redeem for prizes."
"2264452:250279","We offer users a percentage of their sale back in points that they can use to redeem for prizes.<br>
<br>
This publisher is a sub-affiliate network.  Traffic types may include: Display, SocialDisplay, Email, Mobile, Search, Content, Blog, Shopping, Virtual/Social Currency, Alternative Payment, Incentive."
"2293247:131648","Monetary Reward"
"2305069:132563","DBG Customer Loyalty Programs will allow your customers to earn rewards in a number of ways. DBG Customer Loyalty Programs will create a  program for you that will allow you to build greater consumer loyalty every day. Customer Loyalty Programs can be either points, cash back, or a combination of both depending on the goals of your program."
"2393550:222153","BeFrugal.com now offers Cash Back to our users for selected merchants."
"2393550:242206","BeFrugal.com is a loyalty site, headquartered in Boston, Massachusetts. Since launch in February 2009, BeFrugal.com has enjoyed tremendous growth – over 200% in 2010 compared to the previous year, and over 80% in 2011H1 compared to equivalent period in the prior year. Currently, the website gets more than 1,000,000 page views per month, and generates over $50 million in annual revenue for merchants.<br>
<br>
<br>
Toolbar Features and Description<br>
<br>
The BeFrugal.com Toolbar shows relevant cash back and other offers to users, when they visit a supported online store. The toolbar also provides easy access to BeFrugal.com, coupons and cash back offers, as well as easy access to Sunday flyers and weekly ads.<br>
<br>
<br>
Toolbar only available to BeFrugal members<br>
<br>
The BeFrugal toolbar is a benefit available to BeFrugal.com members only. The toolbar is not distributed to non-members.<br>
<br>
<br>
No Cookie Overwriting<br>
<br>
No Cookie overwriting. Built in technology detects and prohibits display of cash back and offers if user visits an online store via another affiliate, even when using a different browser tab or window. So, even BeFrugal members will not be shown offers if they visit a merchant’s online store by clicking on a link through another affiliate.<br>
<br>
<br>
Disclosure and Consent before Installation<br>
<br>
Distribution and installation of the BeFrugal.com toolbar is done with clear messaging and process, to ensure that the toolbar is only installed knowingly and willingly. <br>
<br>
<br>
Compliant with Commission Junction’s Code of Conduct<br>
<br>
We went through each section of CJ’s code of conduct, and have verified that we are compliant with all sections.<br>
<br>
<br>
Advertisers Opt-Out<br>
<br>
<br>
Advertisers, if they so desire, may opt-out from the Toolbar. <br>
<br>
Privacy Policy and Personally Identifiable Information<br>
<br>
<br>
The BeFrugal.com toolbar does not collect any personally identifiable information. The toolbar tracks visits to supported advertiser websites for the purpose of attributing commissions earned, and for crediting cash back correctly to the user’s account.<br>
<br>
The privacy policy is certified by Truste, and a copy is located here: http://www.befrugal.com/privacypolicy/"
"2393550:252519","BeFrugal.com is a loyalty site, headquartered in Boston, Massachusetts. Since launch in February 2009, BeFrugal.com has enjoyed tremendous growth – over 300% in each of 2013 and 2014.  Currently, the website gets more than 2.5M unique users per month, and generates over $300 million in annual revenue for merchants.

BeFrugal.com is a frugal shopper's #1 resource for stretching their hard earned dollars.  Members can save with the latest online, in-store, restaurant, and grocery coupons, plus earn Cash Back at over 4000 top online stores.  In addition, BeFrugal.com posts daily freebies, weekly ad circulars, and provides exclusive money-saving tools, including the BeFrugal.com Fly or Drive Calculator™.  BeFrugal.com continues to get high praise from the media, featuring in many high profile media outlets, including: The New York Times, USA Today, Wall St. Journal, ABC, &amp; CBS."
"2393550:252516","BeFrugal.com is a loyalty site, headquartered in Boston, Massachusetts. Since launch in February 2009, BeFrugal.com has enjoyed tremendous growth – over 200% in 2010 compared to the previous year, and over 80% in 2011H1 compared to equivalent period in the prior year. Currently, the website gets more than 1,000,000 page views per month, and generates over $50 million in annual revenue for merchants.<br>
<br><br>
Software name(s): BeFrugal.com Toolbar<br>
<br>
Version number(s): Version 1.11<br>
<br>
Latest version update: 
Version 1.11, updated in May 2012
Fixed Bug That Caused High CPU usage when computer was woken from hibernate
Search for coupons feature now also searches for grocery coupons
New Design for buttons on toolbar (no changes to functionality)
Various other visual enhancements to make the toolbar look better
Updated license agreement for better disclosure of toolbar features<br>
<br>
Software Type and Functionality:<br>
<br>
Supported Platforms: Internet Explorer Toolbar, Firefox Add-On, and Chrome Plug-In<br>
<br>
Description<br>
The BeFrugal.com Toolbar shows relevant cash back and other offers to users, when they visit a supported online store. The toolbar also provides easy access to BeFrugal.com, coupons and cash back offers, as well as easy access to Sunday flyers and weekly ads. The BeFrugal toolbar is a benefit available to BeFrugal.com members only. The toolbar is not distributed to non-members.<br>
<br>
No Cookie overwriting. <br>
Built in technology detects and prohibits display of cash back and offers if user visits an online store via another affiliate, even when using a different browser tab or window. So, even BeFrugal members will not be shown offers if they visit a merchant’s online store by clicking on a link through another affiliate.<br>
<br>
Privacy Policy and Personally Identifiable Information<br>
The BeFrugal.com toolbar does not collect any personally identifiable information. The toolbar tracks visits to supported advertiser websites for the purpose of attributing commissions earned, and for crediting cash back correctly to the user’s account. The privacy policy is certified by Truste, and a copy is located here: http://www.befrugal.com/privacypolicy/<br>
<br>
Opt-Out<br>
Yes, there is the ability to be opt-ed out of the toolbar, but still be joined to the publisher. 
If an advertiser is opt-ed out of the toolbar, but joined to the publisher
the advertiser is not messaged in anyway through the toolbar
No coupons or cash back offers are shown
No auto-redirects<br> 
<br>
Compliant with Commission Junction’s Code of Conduct<br>
The BeFrugal.com Toolbar is compliant with CJ’s code of conduct.<br>
<br>
<br>
Software Distribution:<br>
<br>
Strictly first party distribution. This software is not distributed via third parties.<br>

The BeFrugal.com Toolbar is only available through www.befrugal.com, and only to BeFrugal.com members, and only via the BeFrugal.com website. This software is not available to non-members of BeFrugal.com<br>
<br>
Update Process:<br>

Automatic<br>

Overwrites (Y/N):<br>

•	Paid Search: No
•	Afsrc/CJ domains: No
•	SEO: Yes
•	Direct Load: Yes
•	Email: No. Email links need to be coded with afsrc"
"2397685:138737","Incentive Networks, LLC operates private-label online shopping portals for affinity and membership organizations to grant rewards, points, frequent flyer miles, cash back and other incentives for every purchase."
"2397685:267783","Incentive Networks is the leading provider of loyalty marketing solutions in the US (AND now Australia and New Zealand with Qantas Airlines)  featuring more than 1,000 US merchants on our client sites such as  SavingsWatch, Escrip, Melalueca, SaverBenefits, DreamTrips, PureCharity, and AeroMexico. 

Each Incentive Networks client provides merchant promotional opportunities including Web site promotions, email and offline marketing. These promotions vary in content from free shipping offers to promo codes and other savings opportunities. With the goal of increased quality traffic and the ultimate customer experience, Incentive Networks provides the best solution for loyalty shopping.

As well as running frequent promotions, merchants may gain exposure across some of the Incentive Network pages under relevant category listings. These include Apparel, Auto &amp; Travel, Books &amp; Music, Computers &amp; Software, Electronics, Home &amp; Garden, Health &amp; Beauty, Internet Services, and more.

Incentive Networks is continually growing its portfolio of clients. We want to offer our clients the widest range of merchants possible and are happy to be approached by any merchants wishing to work with us. Please contact us should you have any questions on how to partner and grow the relationship with Incentive Networks."
"2400404:138937","nonprofitshoppingmall,com donates 50 - 60% of profits back to nonprofit organization chosen by consumer.  Percentage back to nonprofit depends on size and scope of organization."
